2026 Fantasy Baseball Keeper Values,,,,,
  Meet me at Stan's  —  Scott,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
  Dan's Fancy Boys  —  DanJW,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Elly De La Cruz,DanJW,$9,2x,3rd (+$7),$16
Michael Harris II,DanJW,$9,3x,Ineligible,INELIGIBLE
Lawrence Butler,DanJW,$4,1x,2nd (+$5),$9
Jacob deGrom,DanJW,$4,1x,2nd (+$5),$9
Pablo López,DanJW,$12,2x,3rd (+$7),$19
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,Draft Price,—,Next Keep,2026 Price
Yainer Diaz,DanJW,$14,—,1st (+$3),$17
Vinnie Pasquantino,DanJW,$15,—,1st (+$3),$18
Xavier Edwards,DanJW,$12,—,1st (+$3),$15
Alec Bohm,DanJW,$13,—,1st (+$3),$16
Ian Happ,DanJW,$15,—,1st (+$3),$18
Steven Kwan,DanJW,$8,—,1st (+$3),$11
Teoscar Hernández,DanJW,$22,—,1st (+$3),$25
Christian Yelich,DanJW,$9,—,1st (+$3),$12
Jac Caglianone,DanJW,$4,—,1st (+$3),$7
José Berríos,DanJW,$5,—,1st (+$3),$8
Raisel Iglesias,DanJW,$17,—,1st (+$3),$20
Trevor Megill,DanJW,$9,—,1st (+$3),$12
Kyle Finnegan,DanJW,$9,—,1st (+$3),$12
Reed Garrett,DanJW,$1,—,1st (+$3),$4
Brendon Little,DanJW,$1,—,1st (+$3),$4
Ronny Henriquez,DanJW,$1,—,1st (+$3),$4
Jacob Misiorowski,DanJW,$1,—,1st (+$3),$4
Bailey Ober,DanJW,$18,—,1st (+$3),$21
MacKenzie Gore,DanJW,$3,—,1st (+$3),$6
Matt Chapman,DanJW,$14,—,1st (+$3),$17
Tyler Glasnow,DanJW,$25,—,1st (+$3),$28
,,,,,
  Dog Days Denizens  —  Stephen,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Ketel Marte,Stephen,$17,2x,3rd (+$7),$24
Jhoan Duran,Stephen,$18,2x,3rd (+$7),$25
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,Draft Price,—,Next Keep,2026 Price
William Contreras,Stephen,$23,—,1st (+$3),$26
Josh Bell,Stephen,$1,—,1st (+$3),$4
Jake Burger,Stephen,$22,—,1st (+$3),$25
Carlos Correa,Stephen,$1,—,1st (+$3),$4
George Springer,Stephen,$4,—,1st (+$3),$7
Randy Arozarena,Stephen,$18,—,1st (+$3),$21
Byron Buxton,Stephen,$4,—,1st (+$3),$7
Ronald Acuña Jr.,Stephen,$31,—,1st (+$3),$34
Jo Adell,Stephen,$1,—,1st (+$3),$4
Yandy Díaz,Stephen,$9,—,1st (+$3),$12
Brandon Lowe,Stephen,$1,—,1st (+$3),$4
Sal Frelick,Stephen,$1,—,1st (+$3),$4
Taylor Ward,Stephen,$4,—,1st (+$3),$7
Tarik Skubal,Stephen,$49,—,1st (+$3),$52
Chris Sale,Stephen,$26,—,1st (+$3),$29
Ryne Nelson,Stephen,$1,—,1st (+$3),$4
Orion Kerkering,Stephen,$1,—,1st (+$3),$4
Cade Smith,Stephen,$2,—,1st (+$3),$5
Jose A. Ferrer,Stephen,$1,—,1st (+$3),$4
Jeff Hoffman,Stephen,$12,—,1st (+$3),$15
Michael Kopech,Stephen,$1,—,1st (+$3),$4
Nolan Arenado,Stephen,$9,—,1st (+$3),$12
Bo Bichette,Stephen,$10,—,1st (+$3),$13
Ben Joyce,Stephen,$1,—,1st (+$3),$4
,,,,,
  Green Monster  —  Andrew,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Jackson Chourio,Andrew,$18,1x,2nd (+$5),$23
Jackson Merrill,Andrew,$4,1x,2nd (+$5),$9
James Wood,Andrew,$4,1x,2nd (+$5),$9
Junior Caminero,Andrew,$6,1x,2nd (+$5),$11
Zack Wheeler,Andrew,$25,2x,3rd (+$7),$32
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,Draft Price,—,Next Keep,2026 Price
Adley Rutschman,Andrew,$24,—,1st (+$3),$27
Matt Olson,Andrew,$39,—,1st (+$3),$42
Jonathan India,Andrew,$5,—,1st (+$3),$8
Jeremy Peña,Andrew,$4,—,1st (+$3),$7
Pete Crow-Armstrong,Andrew,$10,—,1st (+$3),$13
Cam Smith,Andrew,$1,—,1st (+$3),$4
Ezequiel Tovar,Andrew,$8,—,1st (+$3),$11
Nico Hoerner,Andrew,$9,—,1st (+$3),$12
Kristian Campbell,Andrew,$3,—,1st (+$3),$6
Drake Baldwin,Andrew,$1,—,1st (+$3),$4
Dylan Crews,Andrew,$11,—,1st (+$3),$14
Austin Riley,Andrew,$31,—,1st (+$3),$34
Kevin Gausman,Andrew,$12,—,1st (+$3),$15
Ryan Walker,Andrew,$17,—,1st (+$3),$20
Andrés Muñoz,Andrew,$22,—,1st (+$3),$25
Tanner Scott,Andrew,$12,—,1st (+$3),$15
Kenley Jansen,Andrew,$6,—,1st (+$3),$9
Chase Burns,Andrew,$1,—,1st (+$3),$4
Max Scherzer,Andrew,$1,—,1st (+$3),$4
Tyler Mahle,Andrew,$1,—,1st (+$3),$4
Roki Sasaki,Andrew,$22,—,1st (+$3),$25
Andrew Painter,Andrew,$1,—,1st (+$3),$4
,,,,,
  Torpedo Bats  —  Alex,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Julio Rodríguez,Alex,$29,3x,Ineligible,INELIGIBLE
Oneil Cruz,Alex,$16,3x,Ineligible,INELIGIBLE
CJ Abrams,Alex,$9,2x,3rd (+$7),$16
Bryce Miller,Alex,$5,1x,2nd (+$5),$10
George Kirby,Alex,$26,2x,3rd (+$7),$33
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,Draft Price,—,Next Keep,2026 Price
Hunter Goodman,Alex,$1,—,1st (+$3),$4
Jonathan Aranda,Alex,$1,—,1st (+$3),$4
Ozzie Albies,Alex,$30,—,1st (+$3),$33
Luis Rengifo,Alex,$3,—,1st (+$3),$6
Heliot Ramos,Alex,$7,—,1st (+$3),$10
Bryson Stott,Alex,$3,—,1st (+$3),$6
Christian Walker,Alex,$18,—,1st (+$3),$21
Zach Neto,Alex,$4,—,1st (+$3),$7
Seiya Suzuki,Alex,$23,—,1st (+$3),$26
Matt Shaw,Alex,$14,—,1st (+$3),$17
Tyler Soderstrom,Alex,$1,—,1st (+$3),$4
Jeffrey Springs,Alex,$1,—,1st (+$3),$4
Jack Flaherty,Alex,$8,—,1st (+$3),$11
Pete Fairbanks,Alex,$7,—,1st (+$3),$10
Brandon Pfaadt,Alex,$8,—,1st (+$3),$11
Mitch Keller,Alex,$1,—,1st (+$3),$4
José Alvarado,Alex,$1,—,1st (+$3),$4
Bryan Woo,Alex,$15,—,1st (+$3),$18
Dustin May,Alex,$1,—,1st (+$3),$4
Blake Snell,Alex,$29,—,1st (+$3),$32
Isaac Paredes,Alex,$10,—,1st (+$3),$13
Chris Martin,Alex,$3,—,1st (+$3),$6
Bubba Chandler,Alex,$1,—,1st (+$3),$4
,,,,,
  JC Rubber Arms  —  Conman,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Kyle Tucker,Conman,$23,1x,2nd (+$5),$28
Brenton Doyle,Conman,$4,1x,2nd (+$5),$9
Jordan Westburg,Conman,$4,1x,2nd (+$5),$9
Devin Williams,Conman,$8,1x,2nd (+$5),$13
Mason Miller,Conman,$6,1x,2nd (+$5),$11
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,Draft Price,—,Next Keep,2026 Price
Ivan Herrera,Conman,$1,—,1st (+$3),$4
Bryce Eldridge,Conman,$1,—,1st (+$3),$4
Alex Bregman,Conman,$25,—,1st (+$3),$28
Trevor Story,Conman,$7,—,1st (+$3),$10
Cody Bellinger,Conman,$28,—,1st (+$3),$31
Ceddanne Rafaela,Conman,$8,—,1st (+$3),$11
Jakob Marsee,Conman,$1,—,1st (+$3),$4
Willy Adames,Conman,$18,—,1st (+$3),$21
Samuel Basallo,Conman,$1,—,1st (+$3),$4
Tyler O'Neill,Conman,$8,—,1st (+$3),$11
Hunter Brown,Conman,$19,—,1st (+$3),$22
Andrew Abbott,Conman,$1,—,1st (+$3),$4
Keegan Akin,Conman,$1,—,1st (+$3),$4
Carlos Estévez,Conman,$3,—,1st (+$3),$6
David Bednar,Conman,$7,—,1st (+$3),$10
Nick Pivetta,Conman,$12,—,1st (+$3),$15
Dennis Santana,Conman,$1,—,1st (+$3),$4
Brayan Bello,Conman,$1,—,1st (+$3),$4
Brandon Woodruff,Conman,$1,—,1st (+$3),$4
Hunter Greene,Conman,$21,—,1st (+$3),$24
Anthony Santander,Conman,$28,—,1st (+$3),$31
,,,,,
  A Little Berti Told Me  —  Levy,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Gunnar Henderson,Levy,$34,2x,3rd (+$7),$41
Brent Rooker,Levy,$4,1x,2nd (+$5),$9
Paul Skenes,Levy,$7,1x,2nd (+$5),$12
Seth Lugo,Levy,$4,1x,2nd (+$5),$9
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,Draft Price,—,Next Keep,2026 Price
Gabriel Moreno,Levy,$3,—,1st (+$3),$6
Bryce Harper,Levy,$38,—,1st (+$3),$41
Jake Cronenworth,Levy,$1,—,1st (+$3),$4
Eugenio Suárez,Levy,$16,—,1st (+$3),$19
Trent Grisham,Levy,$1,—,1st (+$3),$4
TJ Friedl,Levy,$1,—,1st (+$3),$4
Kyle Schwarber,Levy,$32,—,1st (+$3),$35
Otto Lopez,Levy,$1,—,1st (+$3),$4
Jordan Beck,Levy,$1,—,1st (+$3),$4
Ernie Clement,Levy,$1,—,1st (+$3),$4
Alejandro Kirk,Levy,$1,—,1st (+$3),$4
Trey Yesavage,Levy,$1,—,1st (+$3),$4
Trevor Rogers,Levy,$1,—,1st (+$3),$4
Edwin Díaz,Levy,$27,—,1st (+$3),$30
Matthew Liberatore,Levy,$1,—,1st (+$3),$4
Cam Schlittler,Levy,$1,—,1st (+$3),$4
Emmet Sheehan,Levy,$1,—,1st (+$3),$4
Caleb Thielbar,Levy,$1,—,1st (+$3),$4
Zac Gallen,Levy,$15,—,1st (+$3),$18
Brandon Sproat,Levy,$1,—,1st (+$3),$4
Xander Bogaerts,Levy,$11,—,1st (+$3),$14
Corbin Burnes,Levy,$26,—,1st (+$3),$29
,,,,,
  Melkman  —  Tumin,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Shohei Ohtani (Batter),Tumin,$16,1x,2nd (+$5),$21
Aaron Judge,Tumin,$41,1x,2nd (+$5),$46
José Ramírez,Tumin,$52,1x,2nd (+$5),$57
Francisco Lindor,Tumin,$29,1x,2nd (+$5),$34
Jazz Chisholm Jr.,Tumin,$15,1x,2nd (+$5),$20
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,Draft Price,—,Next Keep,2026 Price
Shea Langeliers,Tumin,$11,—,1st (+$3),$14
Spencer Torkelson,Tumin,$1,—,1st (+$3),$4
Jurickson Profar,Tumin,$4,—,1st (+$3),$7
Oneil Cruz,Tumin,$16,—,1st (+$3),$19
Daylen Lile,Tumin,$1,—,1st (+$3),$4
Alec Burleson,Tumin,$7,—,1st (+$3),$10
Eric Wagaman,Tumin,$1,—,1st (+$3),$4
Ramón Laureano,Tumin,$1,—,1st (+$3),$4
Daulton Varsho,Tumin,$1,—,1st (+$3),$4
Noah Cameron,Tumin,$1,—,1st (+$3),$4
Ranger Suárez,Tumin,$1,—,1st (+$3),$4
Shawn Armstrong,Tumin,$1,—,1st (+$3),$4
Tony Santillan,Tumin,$1,—,1st (+$3),$4
JoJo Romero,Tumin,$1,—,1st (+$3),$4
Kyle Bradish,Tumin,$1,—,1st (+$3),$4
Matt Strahm,Tumin,$1,—,1st (+$3),$4
Spencer Strider,Tumin,$20,—,1st (+$3),$23
Framber Valdez,Tumin,$25,—,1st (+$3),$28
Luis Garcia,Tumin,$1,—,1st (+$3),$4
,,,,,
  Normentino's Ninos  —  Norment,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Bobby Witt Jr.,Norment,$40,3x,Ineligible,INELIGIBLE
Matt McLain,Norment,$7,2x,3rd (+$7),$14
Logan Gilbert,Norment,$23,1x,2nd (+$5),$28
Spencer Schwellenbach,Norment,$4,1x,2nd (+$5),$9
Jared Jones,Norment,$4,1x,2nd (+$5),$9
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,Draft Price,—,Next Keep,2026 Price
Agustín Ramírez,Norment,$1,—,1st (+$3),$4
Nick Kurtz,Norment,$1,—,1st (+$3),$4
Caleb Durbin,Norment,$1,—,1st (+$3),$4
Colson Montgomery,Norment,$1,—,1st (+$3),$4
Addison Barger,Norment,$1,—,1st (+$3),$4
Chandler Simpson,Norment,$1,—,1st (+$3),$4
Harrison Bader,Norment,$1,—,1st (+$3),$4
Fernando Tatis Jr.,Norment,$45,—,1st (+$3),$48
Spencer Steer,Norment,$3,—,1st (+$3),$6
Wyatt Langford,Norment,$29,—,1st (+$3),$32
Royce Lewis,Norment,$6,—,1st (+$3),$9
Adrian Houser,Norment,$1,—,1st (+$3),$4
Hurston Waldrep,Norment,$1,—,1st (+$3),$4
Brad Keller,Norment,$1,—,1st (+$3),$4
Andrew Kittredge,Norment,$1,—,1st (+$3),$4
Nick Lodolo,Norment,$2,—,1st (+$3),$5
Abner Uribe,Norment,$1,—,1st (+$3),$4
Bryce Elder,Norment,$1,—,1st (+$3),$4
Matt Brash,Norment,$1,—,1st (+$3),$4
Justin Verlander,Norment,$1,—,1st (+$3),$4
Parker Messick,Norment,$1,—,1st (+$3),$4
Yordan Alvarez,Norment,$50,—,1st (+$3),$53
,,,,,
  Baty's Day Out  —  Anna,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Pete Alonso,Anna,$45,2x,3rd (+$7),$52
Riley Greene,Anna,$12,1x,2nd (+$5),$17
Jurickson Profar,Anna,$4,1x,2nd (+$5),$9
Emmanuel Clase,Anna,$24,1x,2nd (+$5),$29
Shota Imanaga,Anna,$12,1x,2nd (+$5),$17
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,Draft Price,—,Next Keep,2026 Price
Cal Raleigh,Anna,$18,—,1st (+$3),$21
Brice Turang,Anna,$9,—,1st (+$3),$12
Jorge Polanco,Anna,$1,—,1st (+$3),$4
J.P. Crawford,Anna,$1,—,1st (+$3),$4
Jeff McNeil,Anna,$1,—,1st (+$3),$4
Gavin Sheets,Anna,$1,—,1st (+$3),$4
Gavin Lux,Anna,$1,—,1st (+$3),$4
José Caballero,Anna,$1,—,1st (+$3),$4
Salvador Perez,Anna,$21,—,1st (+$3),$24
Brett Baty,Anna,$1,—,1st (+$3),$4
Luis Severino,Anna,$1,—,1st (+$3),$4
Max Fried,Anna,$20,—,1st (+$3),$23
Hunter Gaddis,Anna,$1,—,1st (+$3),$4
Camilo Doval,Anna,$1,—,1st (+$3),$4
Nolan McLean,Anna,$1,—,1st (+$3),$4
David Peterson,Anna,$1,—,1st (+$3),$4
Bryan Abreu,Anna,$1,—,1st (+$3),$4
Luis Castillo,Anna,$15,—,1st (+$3),$18
Jonah Tong,Anna,$1,—,1st (+$3),$4
Ryan Pepiot,Anna,$5,—,1st (+$3),$8
Trea Turner,Anna,$33,—,1st (+$3),$36
Jorge Soler,Anna,$9,—,1st (+$3),$12
,,,,,
  The Owl's Scowl  —  Nate B,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Josh Naylor,Nate B,$13,2x,3rd (+$7),$20
Luis Arraez,Nate B,$8,2x,3rd (+$7),$15
Garrett Crochet,Nate B,$4,1x,2nd (+$5),$9
Logan Webb,Nate B,$20,2x,3rd (+$7),$27
Freddy Peralta,Nate B,$18,2x,3rd (+$7),$25
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,Draft Price,—,Next Keep,2026 Price
Kyle Higashioka,Nate B,$1,—,1st (+$3),$4
Blaze Alexander,Nate B,$1,—,1st (+$3),$4
Miguel Andujar,Nate B,$1,—,1st (+$3),$4
Dansby Swanson,Nate B,$4,—,1st (+$3),$7
Brandon Nimmo,Nate B,$8,—,1st (+$3),$11
Joc Pederson,Nate B,$1,—,1st (+$3),$4
Mickey Moniak,Nate B,$1,—,1st (+$3),$4
Nick Castellanos,Nate B,$9,—,1st (+$3),$12
Kyle Manzardo,Nate B,$1,—,1st (+$3),$4
Drew Gilbert,Nate B,$1,—,1st (+$3),$4
Shane Bieber,Nate B,$1,—,1st (+$3),$4
Robbie Ray,Nate B,$10,—,1st (+$3),$13
Calvin Faucher,Nate B,$1,—,1st (+$3),$4
Jeremiah Estrada,Nate B,$1,—,1st (+$3),$4
Robert Garcia,Nate B,$1,—,1st (+$3),$4
Cristopher Sánchez,Nate B,$8,—,1st (+$3),$11
Ryan Helsley,Nate B,$22,—,1st (+$3),$25
Sonny Gray,Nate B,$13,—,1st (+$3),$16
,,,,,
  Here for the Vibes  —  Wayne,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Corbin Carroll,Wayne,$12,1x,2nd (+$5),$17
Vladimir Guerrero Jr.,Wayne,$48,1x,2nd (+$5),$53
Manny Machado,Wayne,$46,1x,2nd (+$5),$51
Jackson Holliday,Wayne,$7,1x,2nd (+$5),$12
Yusei Kikuchi,Wayne,$4,1x,2nd (+$5),$9
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,Draft Price,—,Next Keep,2026 Price
J.T. Realmuto,Wayne,$7,—,1st (+$3),$10
Luke Keaschall,Wayne,$1,—,1st (+$3),$4
Willi Castro,Wayne,$4,—,1st (+$3),$7
Kerry Carpenter,Wayne,$9,—,1st (+$3),$12
Giancarlo Stanton,Wayne,$1,—,1st (+$3),$4
Austin Wells,Wayne,$18,—,1st (+$3),$21
Tommy Edman,Wayne,$11,—,1st (+$3),$14
Joe Ryan,Wayne,$17,—,1st (+$3),$20
Carlos Rodón,Wayne,$13,—,1st (+$3),$16
Kirby Yates,Wayne,$7,—,1st (+$3),$10
Jason Alexander,Wayne,$1,—,1st (+$3),$4
Gavin Williams,Wayne,$2,—,1st (+$3),$5
Cade Horton,Wayne,$1,—,1st (+$3),$4
Casey Mize,Wayne,$1,—,1st (+$3),$4
Will Warren,Wayne,$1,—,1st (+$3),$4
Drew Rasmussen,Wayne,$1,—,1st (+$3),$4
Clayton Kershaw,Wayne,$1,—,1st (+$3),$4
Brady Singer,Wayne,$1,—,1st (+$3),$4
Adolis García,Wayne,$17,—,1st (+$3),$20
Tylor Megill,Wayne,$1,—,1st (+$3),$4
