2026 Fantasy Baseball Keeper Values,,,,,
  Meet me at Stan's  —  Scott,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
  Dan's Fancy Boys  —  DanJW,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Elly De La Cruz,DanJW,$9,2x,3rd (+$7),$16
Michael Harris II,DanJW,$9,3x,Ineligible,INELIGIBLE
Lawrence Butler,DanJW,$4,1x,2nd (+$5),$9
Jacob deGrom,DanJW,$4,1x,2nd (+$5),$9
Pablo López,DanJW,$12,2x,3rd (+$7),$19
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,2025 Price,—,Next Keep,2026 Price
Yainer Diaz,DanJW,$14,—,1st (+$3),$17
Vinnie Pasquantino,DanJW,$15,—,1st (+$3),$18
Xavier Edwards,DanJW,$12,—,1st (+$3),$15
Alec Bohm,DanJW,$13,—,1st (+$3),$16
Ian Happ,DanJW,$15,—,1st (+$3),$18
Steven Kwan,DanJW,$8,—,1st (+$3),$11
Teoscar Hernández,DanJW,$22,—,1st (+$3),$25
Christian Yelich,DanJW,$9,—,1st (+$3),$12
Jac Caglianone,DanJW,$4,—,1st (+$3),$7
José Berríos,DanJW,$5,—,1st (+$3),$8
Raisel Iglesias,DanJW,$17,—,1st (+$3),$20
Trevor Megill,DanJW,$9,—,1st (+$3),$12
Kyle Finnegan,DanJW,$9,—,1st (+$3),$12
Reed Garrett,DanJW,$4,—,1st (+$3),$7
Brendon Little,DanJW,$4,—,1st (+$3),$7
Ronny Henriquez,DanJW,$4,—,1st (+$3),$7
Jacob Misiorowski,DanJW,$4,—,1st (+$3),$7
Bailey Ober,DanJW,$18,—,1st (+$3),$21
MacKenzie Gore,DanJW,$3,—,1st (+$3),$6
Matt Chapman,DanJW,$14,—,1st (+$3),$17
Tyler Glasnow,DanJW,$25,—,1st (+$3),$28
,,,,,
  Dog Days Denizens  —  Stephen,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Ketel Marte,Stephen,$17,2x,3rd (+$7),$24
Jhoan Duran,Stephen,$18,2x,3rd (+$7),$25
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,2025 Price,—,Next Keep,2026 Price
William Contreras,Stephen,$23,—,1st (+$3),$26
Josh Bell,Stephen,$4,—,1st (+$3),$7
Jake Burger,Stephen,$22,—,1st (+$3),$25
Carlos Correa,Stephen,$1,—,1st (+$3),$4
George Springer,Stephen,$4,—,1st (+$3),$7
Randy Arozarena,Stephen,$18,—,1st (+$3),$21
Byron Buxton,Stephen,$4,—,1st (+$3),$7
Ronald Acuña Jr.,Stephen,$31,—,1st (+$3),$34
Jo Adell,Stephen,$4,—,1st (+$3),$7
Yandy Díaz,Stephen,$9,—,1st (+$3),$12
Brandon Lowe,Stephen,$1,—,1st (+$3),$4
Sal Frelick,Stephen,$1,—,1st (+$3),$4
Taylor Ward,Stephen,$4,—,1st (+$3),$7
Tarik Skubal,Stephen,$49,—,1st (+$3),$52
Chris Sale,Stephen,$26,—,1st (+$3),$29
Ryne Nelson,Stephen,$4,—,1st (+$3),$7
Orion Kerkering,Stephen,$1,—,1st (+$3),$4
Cade Smith,Stephen,$2,—,1st (+$3),$5
Jose A. Ferrer,Stephen,$4,—,1st (+$3),$7
Jeff Hoffman,Stephen,$12,—,1st (+$3),$15
Michael Kopech,Stephen,$4,—,1st (+$3),$7
Nolan Arenado,Stephen,$9,—,1st (+$3),$12
Bo Bichette,Stephen,$10,—,1st (+$3),$13
Ben Joyce,Stephen,$1,—,1st (+$3),$4
,,,,,
  Green Monster  —  Andrew,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Jackson Chourio,Andrew,$18,1x,2nd (+$5),$23
Jackson Merrill,Andrew,$4,1x,2nd (+$5),$9
James Wood,Andrew,$4,1x,2nd (+$5),$9
Junior Caminero,Andrew,$6,1x,2nd (+$5),$11
Zack Wheeler,Andrew,$25,2x,3rd (+$7),$32
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,2025 Price,—,Next Keep,2026 Price
Adley Rutschman,Andrew,$24,—,1st (+$3),$27
Matt Olson,Andrew,$39,—,1st (+$3),$42
Jonathan India,Andrew,$5,—,1st (+$3),$8
Jeremy Peña,Andrew,$4,—,1st (+$3),$7
Pete Crow-Armstrong,Andrew,$10,—,1st (+$3),$13
Cam Smith,Andrew,$4,—,1st (+$3),$7
Ezequiel Tovar,Andrew,$8,—,1st (+$3),$11
Nico Hoerner,Andrew,$9,—,1st (+$3),$12
Kristian Campbell,Andrew,$3,—,1st (+$3),$6
Drake Baldwin,Andrew,$4,—,1st (+$3),$7
Dylan Crews,Andrew,$11,—,1st (+$3),$14
Austin Riley,Andrew,$31,—,1st (+$3),$34
Kevin Gausman,Andrew,$12,—,1st (+$3),$15
Ryan Walker,Andrew,$17,—,1st (+$3),$20
Andrés Muñoz,Andrew,$22,—,1st (+$3),$25
Tanner Scott,Andrew,$12,—,1st (+$3),$15
Kenley Jansen,Andrew,$6,—,1st (+$3),$9
Chase Burns,Andrew,$4,—,1st (+$3),$7
Max Scherzer,Andrew,$1,—,1st (+$3),$4
Tyler Mahle,Andrew,$4,—,1st (+$3),$7
Roki Sasaki,Andrew,$22,—,1st (+$3),$25
Andrew Painter,Andrew,$1,—,1st (+$3),$4
,,,,,
  IfILoseIBlameScott  —  Alex,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Julio Rodríguez,Alex,$29,3x,Ineligible,INELIGIBLE
Oneil Cruz,Alex,$16,3x,Ineligible,INELIGIBLE
CJ Abrams,Alex,$9,2x,3rd (+$7),$16
Bryce Miller,Alex,$5,1x,2nd (+$5),$10
George Kirby,Alex,$26,2x,3rd (+$7),$33
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,2025 Price,—,Next Keep,2026 Price
Shea Langeliers,Alex,$11,—,1st (+$3),$14
Spencer Torkelson,Alex,$4,—,1st (+$3),$7
Jazz Chisholm Jr.,Alex,$15,—,1st (+$3),$18
José Ramírez,Alex,$52,—,1st (+$3),$55
Francisco Lindor,Alex,$29,—,1st (+$3),$32
Aaron Judge,Alex,$41,—,1st (+$3),$44
Jurickson Profar,Alex,$4,—,1st (+$3),$7
Shohei Ohtani (Batter),Alex,$16,—,1st (+$3),$19
Daylen Lile,Alex,$4,—,1st (+$3),$7
Alec Burleson,Alex,$7,—,1st (+$3),$10
Eric Wagaman,Alex,$4,—,1st (+$3),$7
Ramón Laureano,Alex,$4,—,1st (+$3),$7
Daulton Varsho,Alex,$4,—,1st (+$3),$7
Noah Cameron,Alex,$4,—,1st (+$3),$7
Ranger Suárez,Alex,$1,—,1st (+$3),$4
Shawn Armstrong,Alex,$4,—,1st (+$3),$7
Tony Santillan,Alex,$4,—,1st (+$3),$7
JoJo Romero,Alex,$4,—,1st (+$3),$7
Kyle Bradish,Alex,$4,—,1st (+$3),$7
Matt Strahm,Alex,$1,—,1st (+$3),$4
Spencer Strider,Alex,$20,—,1st (+$3),$23
Framber Valdez,Alex,$25,—,1st (+$3),$28
Luis Garcia,Alex,$4,—,1st (+$3),$7
,,,,,
  JC Rubber Arms  —  Conman,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Kyle Tucker,Conman,$23,1x,2nd (+$5),$28
Brenton Doyle,Conman,$4,1x,2nd (+$5),$9
Jordan Westburg,Conman,$4,1x,2nd (+$5),$9
Devin Williams,Conman,$8,1x,2nd (+$5),$13
Mason Miller,Conman,$6,1x,2nd (+$5),$11
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,2025 Price,—,Next Keep,2026 Price
Ivan Herrera,Conman,$1,—,1st (+$3),$4
Bryce Eldridge,Conman,$4,—,1st (+$3),$7
Alex Bregman,Conman,$25,—,1st (+$3),$28
Trevor Story,Conman,$7,—,1st (+$3),$10
Cody Bellinger,Conman,$28,—,1st (+$3),$31
Ceddanne Rafaela,Conman,$8,—,1st (+$3),$11
Jakob Marsee,Conman,$4,—,1st (+$3),$7
Willy Adames,Conman,$18,—,1st (+$3),$21
Samuel Basallo,Conman,$4,—,1st (+$3),$7
Tyler O'Neill,Conman,$8,—,1st (+$3),$11
Hunter Brown,Conman,$19,—,1st (+$3),$22
Andrew Abbott,Conman,$4,—,1st (+$3),$7
Keegan Akin,Conman,$4,—,1st (+$3),$7
Carlos Estévez,Conman,$3,—,1st (+$3),$6
David Bednar,Conman,$7,—,1st (+$3),$10
Nick Pivetta,Conman,$12,—,1st (+$3),$15
Dennis Santana,Conman,$4,—,1st (+$3),$7
Brayan Bello,Conman,$4,—,1st (+$3),$7
Brandon Woodruff,Conman,$4,—,1st (+$3),$7
Hunter Greene,Conman,$21,—,1st (+$3),$24
Anthony Santander,Conman,$28,—,1st (+$3),$31
,,,,,
  Lovullo Is Blind  —  Levy,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Gunnar Henderson,Levy,$34,2x,3rd (+$7),$41
Brent Rooker,Levy,$4,1x,2nd (+$5),$9
Paul Skenes,Levy,$7,1x,2nd (+$5),$12
Seth Lugo,Levy,$4,1x,2nd (+$5),$9
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,2025 Price,—,Next Keep,2026 Price
Gabriel Moreno,Levy,$3,—,1st (+$3),$6
Bryce Harper,Levy,$38,—,1st (+$3),$41
Jake Cronenworth,Levy,$1,—,1st (+$3),$4
Eugenio Suárez,Levy,$16,—,1st (+$3),$19
Trent Grisham,Levy,$4,—,1st (+$3),$7
TJ Friedl,Levy,$1,—,1st (+$3),$4
Kyle Schwarber,Levy,$32,—,1st (+$3),$35
Otto Lopez,Levy,$1,—,1st (+$3),$4
Jordan Beck,Levy,$4,—,1st (+$3),$7
Ernie Clement,Levy,$4,—,1st (+$3),$7
Alejandro Kirk,Levy,$4,—,1st (+$3),$7
Trey Yesavage,Levy,$4,—,1st (+$3),$7
Trevor Rogers,Levy,$4,—,1st (+$3),$7
Edwin Díaz,Levy,$27,—,1st (+$3),$30
Matthew Liberatore,Levy,$4,—,1st (+$3),$7
Cam Schlittler,Levy,$4,—,1st (+$3),$7
Emmet Sheehan,Levy,$4,—,1st (+$3),$7
Caleb Thielbar,Levy,$4,—,1st (+$3),$7
Zac Gallen,Levy,$15,—,1st (+$3),$18
Brandon Sproat,Levy,$4,—,1st (+$3),$7
Xander Bogaerts,Levy,$11,—,1st (+$3),$14
Corbin Burnes,Levy,$26,—,1st (+$3),$29
,,,,,
  Melkman  —  Tumin,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Shohei Ohtani (Batter),Tumin,$16,1x,2nd (+$5),$21
Aaron Judge,Tumin,$41,1x,2nd (+$5),$46
José Ramírez,Tumin,$52,1x,2nd (+$5),$57
Francisco Lindor,Tumin,$29,1x,2nd (+$5),$34
Jazz Chisholm Jr.,Tumin,$15,1x,2nd (+$5),$20
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,2025 Price,—,Next Keep,2026 Price
Shea Langeliers,Tumin,$11,—,1st (+$3),$14
Spencer Torkelson,Tumin,$4,—,1st (+$3),$7
Jurickson Profar,Tumin,$4,—,1st (+$3),$7
Oneil Cruz,Tumin,$16,—,1st (+$3),$19
Daylen Lile,Tumin,$4,—,1st (+$3),$7
Alec Burleson,Tumin,$7,—,1st (+$3),$10
Eric Wagaman,Tumin,$4,—,1st (+$3),$7
Ramón Laureano,Tumin,$4,—,1st (+$3),$7
Daulton Varsho,Tumin,$4,—,1st (+$3),$7
Noah Cameron,Tumin,$4,—,1st (+$3),$7
Ranger Suárez,Tumin,$1,—,1st (+$3),$4
Shawn Armstrong,Tumin,$4,—,1st (+$3),$7
Tony Santillan,Tumin,$4,—,1st (+$3),$7
JoJo Romero,Tumin,$4,—,1st (+$3),$7
Kyle Bradish,Tumin,$4,—,1st (+$3),$7
Matt Strahm,Tumin,$1,—,1st (+$3),$4
Spencer Strider,Tumin,$20,—,1st (+$3),$23
Framber Valdez,Tumin,$25,—,1st (+$3),$28
,,,,,
  Normentino's Ninos  —  Norment,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Bobby Witt Jr.,Norment,$40,3x,Ineligible,INELIGIBLE
Matt McLain,Norment,$7,2x,3rd (+$7),$14
Logan Gilbert,Norment,$23,1x,2nd (+$5),$28
Spencer Schwellenbach,Norment,$4,1x,2nd (+$5),$9
Jared Jones,Norment,$4,1x,2nd (+$5),$9
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,2025 Price,—,Next Keep,2026 Price
Agustín Ramírez,Norment,$4,—,1st (+$3),$7
Nick Kurtz,Norment,$4,—,1st (+$3),$7
Caleb Durbin,Norment,$4,—,1st (+$3),$7
Colson Montgomery,Norment,$4,—,1st (+$3),$7
Addison Barger,Norment,$4,—,1st (+$3),$7
Chandler Simpson,Norment,$4,—,1st (+$3),$7
Harrison Bader,Norment,$4,—,1st (+$3),$7
Fernando Tatis Jr.,Norment,$45,—,1st (+$3),$48
Spencer Steer,Norment,$3,—,1st (+$3),$6
Wyatt Langford,Norment,$29,—,1st (+$3),$32
Royce Lewis,Norment,$6,—,1st (+$3),$9
Adrian Houser,Norment,$4,—,1st (+$3),$7
Hurston Waldrep,Norment,$4,—,1st (+$3),$7
Brad Keller,Norment,$4,—,1st (+$3),$7
Andrew Kittredge,Norment,$4,—,1st (+$3),$7
Nick Lodolo,Norment,$2,—,1st (+$3),$5
Abner Uribe,Norment,$4,—,1st (+$3),$7
Bryce Elder,Norment,$4,—,1st (+$3),$7
Matt Brash,Norment,$4,—,1st (+$3),$7
Justin Verlander,Norment,$4,—,1st (+$3),$7
Parker Messick,Norment,$4,—,1st (+$3),$7
Yordan Alvarez,Norment,$50,—,1st (+$3),$53
,,,,,
  Ron's Darlings  —  Anna,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Pete Alonso,Anna,$45,2x,3rd (+$7),$52
Riley Greene,Anna,$12,1x,2nd (+$5),$17
Jurickson Profar,Anna,$4,1x,2nd (+$5),$9
Emmanuel Clase,Anna,$24,1x,2nd (+$5),$29
Shota Imanaga,Anna,$12,1x,2nd (+$5),$17
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,2025 Price,—,Next Keep,2026 Price
Cal Raleigh,Anna,$18,—,1st (+$3),$21
Brice Turang,Anna,$9,—,1st (+$3),$12
Jorge Polanco,Anna,$4,—,1st (+$3),$7
J.P. Crawford,Anna,$4,—,1st (+$3),$7
Jeff McNeil,Anna,$1,—,1st (+$3),$4
Gavin Sheets,Anna,$4,—,1st (+$3),$7
Gavin Lux,Anna,$4,—,1st (+$3),$7
José Caballero,Anna,$4,—,1st (+$3),$7
Salvador Perez,Anna,$21,—,1st (+$3),$24
Brett Baty,Anna,$1,—,1st (+$3),$4
Luis Severino,Anna,$4,—,1st (+$3),$7
Max Fried,Anna,$20,—,1st (+$3),$23
Hunter Gaddis,Anna,$1,—,1st (+$3),$4
Camilo Doval,Anna,$4,—,1st (+$3),$7
Nolan McLean,Anna,$4,—,1st (+$3),$7
David Peterson,Anna,$4,—,1st (+$3),$7
Bryan Abreu,Anna,$1,—,1st (+$3),$4
Luis Castillo,Anna,$15,—,1st (+$3),$18
Jonah Tong,Anna,$4,—,1st (+$3),$7
Ryan Pepiot,Anna,$5,—,1st (+$3),$8
Trea Turner,Anna,$33,—,1st (+$3),$36
Jorge Soler,Anna,$9,—,1st (+$3),$12
,,,,,
  The Owl's Scowl  —  Nate B,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Josh Naylor,Nate B,$13,2x,3rd (+$7),$20
Luis Arraez,Nate B,$8,2x,3rd (+$7),$15
Garrett Crochet,Nate B,$4,1x,2nd (+$5),$9
Logan Webb,Nate B,$20,2x,3rd (+$7),$27
Freddy Peralta,Nate B,$18,2x,3rd (+$7),$25
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,2025 Price,—,Next Keep,2026 Price
Kyle Higashioka,Nate B,$4,—,1st (+$3),$7
Blaze Alexander,Nate B,$4,—,1st (+$3),$7
Miguel Andujar,Nate B,$4,—,1st (+$3),$7
Dansby Swanson,Nate B,$4,—,1st (+$3),$7
Brandon Nimmo,Nate B,$8,—,1st (+$3),$11
Joc Pederson,Nate B,$1,—,1st (+$3),$4
Mickey Moniak,Nate B,$4,—,1st (+$3),$7
Nick Castellanos,Nate B,$9,—,1st (+$3),$12
Kyle Manzardo,Nate B,$4,—,1st (+$3),$7
Drew Gilbert,Nate B,$4,—,1st (+$3),$7
Shane Bieber,Nate B,$4,—,1st (+$3),$7
Robbie Ray,Nate B,$10,—,1st (+$3),$13
Calvin Faucher,Nate B,$4,—,1st (+$3),$7
Jeremiah Estrada,Nate B,$4,—,1st (+$3),$7
Robert Garcia,Nate B,$4,—,1st (+$3),$7
Cristopher Sánchez,Nate B,$8,—,1st (+$3),$11
Ryan Helsley,Nate B,$22,—,1st (+$3),$25
Sonny Gray,Nate B,$13,—,1st (+$3),$16
,,,,,
  Wayne's Primo Team  —  Wayne,,,,,
  ★ Previously Kept Players,,,,,
Player,Owner,2025 Price,Times Kept,Next Keep,2026 Price
Corbin Carroll,Wayne,$12,1x,2nd (+$5),$17
Vladimir Guerrero Jr.,Wayne,$48,1x,2nd (+$5),$53
Manny Machado,Wayne,$46,1x,2nd (+$5),$51
Jackson Holliday,Wayne,$7,1x,2nd (+$5),$12
Yusei Kikuchi,Wayne,$4,1x,2nd (+$5),$9
  ✦ New Eligible Players (1st Keep Available),,,,,
Player,Owner,2025 Price,—,Next Keep,2026 Price
J.T. Realmuto,Wayne,$7,—,1st (+$3),$10
Luke Keaschall,Wayne,$4,—,1st (+$3),$7
Willi Castro,Wayne,$4,—,1st (+$3),$7
Kerry Carpenter,Wayne,$9,—,1st (+$3),$12
Giancarlo Stanton,Wayne,$1,—,1st (+$3),$4
Austin Wells,Wayne,$18,—,1st (+$3),$21
Tommy Edman,Wayne,$11,—,1st (+$3),$14
Joe Ryan,Wayne,$17,—,1st (+$3),$20
Carlos Rodón,Wayne,$13,—,1st (+$3),$16
Kirby Yates,Wayne,$7,—,1st (+$3),$10
Jason Alexander,Wayne,$4,—,1st (+$3),$7
Gavin Williams,Wayne,$2,—,1st (+$3),$5
Cade Horton,Wayne,$4,—,1st (+$3),$7
Casey Mize,Wayne,$1,—,1st (+$3),$4
Will Warren,Wayne,$4,—,1st (+$3),$7
Drew Rasmussen,Wayne,$1,—,1st (+$3),$4
Clayton Kershaw,Wayne,$4,—,1st (+$3),$7
Brady Singer,Wayne,$4,—,1st (+$3),$7
Adolis García,Wayne,$17,—,1st (+$3),$20
Tylor Megill,Wayne,$4,—,1st (+$3),$7
